"","Seagrass.WetMass.g","Macroalgae.WetMass.g","macrophyte_wet_mass_g","Acteocina.inculta","Acteocina.sp.","Alciopidae","Alia.carinata","Allorchestes.angusta","Alvania.compacta","Americhelidium.shoemakeri","Americhelidium.sp.","Americorophium.brevis","Americorophium.spinicorne","Ampelisca.abdita","Amphilochidae","Amphipholis.pugetana","Amphipholis.sp.","Amphipholis.squamata","amphipod.A","amphipod.C","Ampithoe.lacertosa","Ampithoe.plumulosa","Ampithoe.sectimana","Ampithoe.sp.","Ampithoe.valida","Angustassiminea.californica","Anisogammarus.pugettensis","Anobothrus.sp.","Anoplodactylus.viridintestinalis","Aoridae","Aoroides.columbiae","Aoroides.sp.","Aphelochaeta.monilaris","Apolochus.barnardi","Arcuatula.senhousia","Armandia.brevis","Asteroidea","Astyris.gausapata","Astyris.sp.","Axiothella.rubrocincta","BB_bivalves","Bemlos.macromanus","Bemlos.sp.","Bivalve","bivalve.P","Boccardiella.sp.","Brachyura","brown.shiny.worms","Caecum.californicum","Calliopius.carinatus","Calliopius.sp.","Cancer.branneri","Cancer.sp.","Capitella.sp.","Caprella.californica","Caprella.laeviuscula","Caprella.mutica","Caprella.penantis","Caprella.sp.","Carcinus.maenas","Cardiidae","caridea","Caridea","Cephalophoxoides.homilis","Cerithiidae","Chione.undatella","Cirratulidae","Cirriformia.moorei","Cladonema.californicum","Cladonema.sp.","Corophiidae","crab","Crangon.franciscorum","Crangon.nigricauda","Crepidula.sp.","Crucibulum.sp.","Dasybranchus.glabrus","Decapoda","Dorvilleidae","Drilonereis.sp.","Elasmopus.sp.","Emprosthopharynx.gracilis","Eobrolgus.chumashi","Epiactis.prolifera","Erichsonella.crenulata","Ericthonius.brasiliensis","Ericthonius.sp.","Eulalia.sp.","Eumida.sanguinea","Eupolymnia.heterobranchia","Exogone.lourei","Exogone.sp.","Flabelligeridae","Gammaropsis.sp.","Gammarus.sp.","gastropod.A","gastropod.C.","gastropod.D","gastropod.E","gastropod.H","gastropod.I","gastropod.J","gastropod.K","Nassarius.tiarula","gastropod.O","gastropod.Q","gastropod.R","gastropod.S","gastropod.T","gastropod.U","Glyceridae","Gnorimosphaeroma.oregonense","Gnorimosphaeroma.sp.","Grandidierella.japonica","Granulina.margaritula","Haloa.japonica","Halobisium.occidentale","Haminoea.sp.","Haminoea.vesicula","Harmothoe.imbricata","Harmothoe.praeclara","Hemigrapsus.oregonensis","Hemipodia.sp.","Heptacarpus.paludicola","Heptacarpus.sitchensis","Heptacarpus.sp.","Heptacarpus.stimpsoni","Heptacarpus.tenuissimus","Hermissenda.opalescens","hermit.crab","Heterophoxus.sp.","Hippolyte.californiensis","Hippolyte.clarki","Hippolyte.sp.","Hourstonius.vilordes","Ianiropsis.analoga","Idotea.aculeata","Idotea.ochotensis","Idotea.resecata","Idotea.sp.","Incisocalliope.derzhavini","Ischyroceridae","Ischyrocerus.anguipes","Ischyrocerus.sp.","Janiralata.occidentalis","Jassa.sp.","Joeropsis.dubia","Joeropsis.sp.","Juvenile.Sea.Star","juvenile.shrimp","Lacuna.marmorata","Lacuna.sp.","Lacuna.variegata","Lacuna.vincta","Lepidonotus.sp.","Leptochelia.sp.","Leptopecten.latiauratus","Leucothoe.sp.","limpet","Lirularia.sp.","Lirularia.succincta","Listriella.diffusa","Littorinidae","Lottia.pelta","Lottia.sp.","Lumbrinereidae","Maera.jerrica","Maera.sp.","Maldanid","Maldanidae","Marenzelleria.viridis","Mayerella.acanthopoda","Megamoera.dentata","Megamoera.sp.","Megamoera.subtener","Megasyllis.nipponica","Melita.nitida","Metaphoxus.frequens","Mitrella.aurantiaca","Monocorophium.acherusicum","Monocorophium.insidiosum","Monocorophium.sp.","Mysida","Mytilidae","Mytilus.sp.","Nasageneia.quinsana","Naticidae","Neanthes.biseriata","Nebalia.sp.","Nemertean","Nephtys.sp.","Nereid.A","Nereid.B","Nereididae","Nereiphylla.sp.","Nereis.procera","Nereis.sp.","Nudibranchia","Odontosyllis.phosphorea","Oedicerotidae","Oligochinus.lighti","Omalogyroidea","Opheliidae","Oxydromus.pugettensis","Pandalus.danae","Pandalus.stenolepis","Paracalliopiella.sp.","Paracerceis.cordata","Paracerceis.sculpta","Paracerceis.sp.","Paracorophium.sp.","Paradexamine.sp.","Paramicrodeutopus.schmitti","Paranaitis.polynoides","Paranthura.elegans","Paranthura.japonica","Paraonidae","Pentidotea.resecata","Pentidotea.schmitti","Pentidotea.sp.","Perotripus.brevis","Photis.brevipes","Photis.sp.","Phoxocephalidae","Phoxocephalidae.A","Phyllaplysia.taylori","Phyllodoce.sp.","Phyllodocidae","Phyllodocidae.B","Phyllodocidae.C","Pinnixa.sp.","Pinnotheridae","Platynereis.bicanaliculata","Pleocyemata","Podocerus.fulanus","Podocerus.sp.","Polycheria.osborni","Polycirrus.sp.","Polydora.sp.","Polynoid..unknown.","Polynoid.A","Polynoid.B","Polynoid.C","Polynoidae","Pontogeneia.rostrata","Pontogeneia.sp.","Prionospio.lighti","Prionospio.steenstrupi","Protohyale.frequens","Protohyale.sp.","Pseudopolydora.kempi","Pseudopolydora.paucibranchiata","Pugettia.gracilis","Pugettia.producta","Pugettia.richii","Pugettia.sp.","Pyramidellidae","Resupinus.sp.","Rhynchospio.glutaea","ribbed.Macoma","Rissoidae","Romaleon.antennarium","Schistomeringos.longicornis","Scolelepis.sp.","Scyphoproctus.oculatus","sea.urchin","Sphaerosyllis.bilineata","Syllidae","Syllis.sp.","Tectura.depicta","Tellinidae","Terebellidae","Tubificida","Unid.annelid..2","Unid.Annelid..2","Unid.annelid..8","Unid.caenogastropod","Unid.polychaete","Unidentified.isopod","unknown","unknown.amphipod","unknown.amphipod.B","unknown.bivalve","unknown.crab","unknown.gastropod","unknown.gastropod.C","unknown.limpet","unknown.polychaete.A","unknown.worm","unknown.worm.A","unknown.worms","Uromunna.ubiquita","Urothoe.sp.","Veneridae","Volvarina.taeniolata","worm","worm.A","worm.C","worm.E","worm.H","worm.I","worm.J","worm.L","worm.O","Zeuxo.normani","Zygonemertes","Zygonemertes.sp.","richness_sample_all","richness_sample_large","richness_site_all","richness_site_large","epifauna_abundance_total","epifauna_abundance_large","mollusca_abundance_all","mollusca_abundance_large","crustacea_abundance_all","crustacea_abundance_large","amphipod_abundance_all","amphipod_abundance_large","gastropod_abundance_all","gastropod_abundance_large","isopod_abundance_all","isopod_abundance_large","ampithoid_abundance_all","ampithoid_abundance_large","idoteid_abundance_all","idoteid_abundance_large","lacuna_abundance_all","lacuna_abundance_large","region","site","year","site.unique.no.year","simpsons","shannon","invsimpsons"
"AK.A.U3.2019",18.895,1.945,20.84,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,43,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,58,58,99,53,57,28,37,21,12,10,57,28,8,8,0,0,8,8,50,26,"AK","A","2019","AK.A",0.754616875828997,1.7967464415594,4.07525987525987
"AK.A.U3.2021",48.0146,0.6368,48.6514,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,60,56,426,134,344,90,59,35,19,14,344,90,4,4,2,2,4,4,315,88,"AK","A","2021","AK.A",0.4392426546761,1.06317469858634,1.78330254313903
"AK.B.L4.2019",35.14,3.403,38.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,52,50,18,11,4,4,5,0,4,0,4,4,0,0,0,0,0,0,4,4,"AK","B","2019","AK.B",0.820987654320988,1.87512185601982,5.58620689655172
"AK.B.L4.2021",185.6179,0.1299,185.7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,52,46,73,35,21,6,32,12,30,11,21,6,1,1,0,0,1,1,18,3,"AK","B","2021","AK.B",0.844060799399512,2.15859576646798,6.41275571600481
"AK.B.L5.2019",67.109,0.538,67.647,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,52,50,21,12,5,2,10,4,4,0,5,2,0,0,0,0,0,0,3,1,"AK","B","2019","AK.B",0.820861678004535,1.82261783229026,5.58227848101266
"AK.B.L5.2021",178.359,0.1334,178.4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,52,46,79,54,19,10,43,27,39,23,19,10,4,4,0,0,4,4,11,2,"AK","B","2021","AK.B",0.830315654542541,1.99030450225201,5.8932955618508
"AK.B.L6.2019",33.602,0.13,33.732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,52,50,29,13,4,3,22,7,20,5,4,3,1,1,0,0,1,1,3,2,"AK","B","2019","AK.B",0.703923900118906,1.56110649698281,3.37751004016064
"AK.B.L6.2021",185.1361,0,185.1361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,12,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,52,46,100,65,34,17,47,30,41,25,34,17,4,4,0,0,4,4,22,6,"AK","B","2021","AK.B",0.837,2.17035125505446,6.13496932515337
"AK.B.U1.2019",36.425,0.624,37.049,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,52,50,75,41,26,13,37,19,30,17,26,13,1,1,0,0,1,1,22,13,"AK","B","2019","AK.B",0.832355555555556,2.13071121600493,5.96500530222693
"AK.B.U1.2021",74.5302,0.667,75.1972,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,52,46,92,41,55,20,17,7,15,5,55,20,1,1,0,0,1,1,50,17,"AK","B","2021","AK.B",0.667769376181474,1.59721355686959,3.0099573257468
"AK.B.U2.2019",36.77,0.813,37.583,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,52,50,50,33,10,8,15,6,12,5,10,8,0,0,0,0,0,0,7,6,"AK","B","2019","AK.B",0.8808,2.32354541018131,8.38926174496644
"AK.B.U2.2021",88.1623,0,88.1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,52,46,109,61,53,25,45,28,38,21,53,25,7,7,0,0,6,6,40,12,"AK","B","2021","AK.B",0.766602137867183,1.68444260665302,4.28452939055175
"AK.B.U3.2019",64.732,0.011,64.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,52,50,56,20,7,5,32,5,16,1,7,5,1,1,0,0,1,1,7,5,"AK","B","2019","AK.B",0.82780612244898,1.91469067802819,5.80740740740741
"AK.B.U3.2021",99.2741,0,99.2741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,52,46,109,42,75,25,16,6,16,6,75,25,0,0,0,0,0,0,63,13,"AK","B","2021","AK.B",0.641528490867772,1.61907871602236,2.7896219769899
